,userid,cpc,organic,affiliate,social,signup_date,campaign
1397,a72762a9-8daf-4d80-908b-69f255b22b65,0,0,1,1,2017-02-27,0
1398,9f1a1875-1651-4258-b32f-03e9e416e366,0,0,1,0,2017-02-05,0
1399,7148ba70-5eef-4bc4-9303-3d7a1a2463c6,0,0,1,1,2017-02-11,0
1400,9d5381c6-7e5a-46fe-bcd6-7b67f49517e6,1,0,1,1,2017-03-11,0
1401,41d1beb5-47fb-49e9-ab84-79d7b4be6df6,0,0,1,0,2017-01-31,0
1402,b60ab120-11a3-412e-bcc4-b6666d9bfefa,1,0,0,1,2017-01-10,0
1403,c99fd8bc-93cf-43d9-a62b-e4af3d58ab78,0,0,1,1,2017-01-08,0
1404,bb8001c4-e6d7-443c-ab05-913b8289d935,1,0,1,1,2017-03-27,0
1405,72f3acf4-1620-4a63-944a-78748a445b48,0,0,1,0,2017-01-03,0
1406,e8c2f2b4-5bc3-4845-b668-7178ccb761e7,1,0,0,1,2017-03-22,0
1407,d3495531-766a-440b-9c78-a1b149ba8f0e,0,0,1,1,2017-01-01,1
1408,764e4594-9246-4b2c-b8e2-0d1a7158a89a,0,0,1,0,2017-01-07,0
1409,fc11c664-595a-4cd2-9c9a-c1c8b0109044,0,0,1,1,2017-02-18,0
1410,7a4e365a-202e-41a0-9e75-55292c8296d0,0,0,1,1,2017-01-15,0
1411,d8e699a3-16a0-4cfb-90ac-e4d7de51c853,0,0,1,1,2017-01-07,0
1412,10f376dc-81ee-444b-b05c-cca70a3af996,1,0,1,0,2017-03-04,0
1413,769ad815-9c05-4a64-aa19-47ce7bc142b8,0,0,1,0,2017-03-22,0
1414,05a4fac4-01b9-488a-aee2-39ae32205929,0,0,1,1,2017-01-04,0
1415,f9c80e39-3553-4b3f-acbf-a96819aecb61,0,0,1,0,2017-01-16,0
1416,00263aa5-ea38-42f6-a0ef-92d718bbf75e,0,0,1,1,2017-03-14,1
1417,18c00567-542b-4dd9-a1f5-9e4a8979086c,0,0,1,1,2017-03-26,1
1418,a377f394-5585-4e71-8787-fb0ec7d707d4,0,0,1,0,2017-02-28,0
1419,6c765da2-11ab-4a0f-963a-8146673fea7a,0,0,1,0,2017-02-12,0
1420,40061f44-4f7e-42c4-843b-7b310f01674f,0,1,0,0,2017-02-11,0
1421,750be37b-cea1-4d98-a8cf-6d7f49f88fbe,0,0,1,1,2017-03-25,0
1422,1b2e38bc-fb91-4bb0-994c-49637dd8b8be,0,0,1,1,2017-03-11,0
1423,ec32fc6c-1634-42e1-972f-ab077ff0265a,0,1,0,1,2017-03-09,0
1424,c72e5867-4490-44e1-8ad5-8b8527034589,0,1,0,1,2017-03-20,0
1425,38294b15-7af6-48c8-ae47-3d07bc540a5a,0,0,1,1,2017-03-25,0
1426,0784feb9-d0b1-417c-9255-2c55c820d162,1,0,0,1,2017-01-01,1
1427,4ab7769f-4cbc-4563-94aa-cfd0dbec6306,0,0,1,0,2017-03-26,1
1428,0976904f-9c83-4bb3-97c2-e6ea3ef68834,0,0,1,0,2017-02-10,0
1429,3d631bb4-06a7-406f-8bff-4541875c9065,1,0,1,0,2017-01-19,0
1430,4749657e-fba8-471a-a96e-344002ad09e0,1,0,1,1,2017-01-27,0
1431,b1b2162a-e407-44c9-a28e-a6a620fb778b,0,1,0,1,2017-01-01,1
1432,3b726782-486b-4cb8-bf51-77c342b915b6,0,1,0,1,2017-02-04,0
1433,734a4630-be9d-440b-9a35-2893eb19b54b,1,0,0,1,2017-01-31,0
1434,86e484e9-b827-423c-9973-18192c94a366,1,0,1,0,2017-03-18,0
1435,05e97b3e-be83-4c10-993d-4b73a39e4172,0,0,1,0,2017-01-08,0
1436,ba16adf5-5110-4964-9a0a-c245f4588ee2,1,1,0,0,2017-02-09,1
1437,6548fc87-db3d-4211-816d-8d3e9f34b9f8,1,0,1,0,2017-02-22,0
1438,abb85779-5920-4456-981b-1c78e0f3f30f,0,0,1,0,2017-03-24,0
1439,3c78b7b5-084a-409f-aa85-99e385b36434,0,0,1,0,2017-02-21,0
1440,c59cc13d-8991-4a23-aa13-a6900ae37953,0,0,1,0,2017-01-19,0
1441,9233f4ad-b6a0-472c-8cfd-d5ba1c8840fe,1,0,1,1,2017-02-25,0
1442,ae574f55-8d1f-4ea9-af0c-94047b6e5bf7,1,0,1,1,2017-03-05,1
1443,a44bbcfd-4244-43d3-933d-624b258dc91a,0,1,0,1,2017-02-16,0
1444,1bacd606-9bc3-4b7a-b49b-f8db4665fc8d,0,0,1,0,2017-02-21,0
1445,f2d3ec43-7bc9-479b-a6fb-69eb41097082,0,0,1,0,2017-03-16,0
1446,c296d648-e338-4a02-9d41-f8cfbbc947ed,0,0,1,1,2017-02-16,0
1447,597a8b8d-c68c-4e21-b6f9-b54fd1b7d0c9,0,0,1,1,2017-01-26,0
1448,d24a8101-b1af-4c80-85eb-2e717d3acdf8,0,0,1,0,2017-01-04,0
1449,1acbe592-969c-4a09-8749-06ff126a41a2,0,0,1,1,2017-01-10,0
1450,fac5c58c-5643-4aa3-b89c-292c795aa2a1,0,0,1,0,2017-02-28,0
1451,967ecf60-bb61-45e4-8214-db66b4208739,0,0,1,1,2017-02-15,0
1452,7e9dcadd-91f3-494c-b41f-c1c87b2b3743,0,0,1,1,2017-03-04,0
1453,c29ad6cb-7a46-485d-b5ee-a9f47294d195,1,0,1,0,2017-01-27,0
1454,da95abed-bde2-4b96-8a16-e64b204de607,0,0,1,0,2017-03-16,0
1455,8ff7afd4-6a64-4c16-be14-5165b4693da9,0,0,1,0,2017-02-04,0
1456,60dc0e1e-474a-44a3-81e4-690bf016649b,1,0,1,0,2017-02-17,0
1457,b27f3683-424a-43f1-9ad1-cf3ce2d0101a,0,1,0,1,2017-01-25,0
1458,fa426507-9728-4155-a2d4-1c2196fcbbbe,0,0,1,1,2017-03-14,1
1459,7e330b28-ee40-4aa2-98c6-a5edd1f44b43,1,0,1,0,2017-01-13,0
1460,f2e84311-b4eb-4b1b-848a-b5475fac0760,1,0,1,0,2017-03-13,0
1461,8cbc8274-7b73-4694-8340-99a8781da14b,0,1,1,1,2017-01-07,0
1462,0934323e-1419-4f56-887d-d593a892f582,1,0,1,0,2017-03-05,1
1463,f345018a-fb41-45a7-be1d-41824f2358ee,1,0,1,1,2017-01-17,0
1464,97df8c08-97a3-4dd0-8b03-e595f34217a8,0,0,1,1,2017-02-19,0
1465,22248f68-a04e-4847-9344-7f895ad42161,1,0,1,0,2017-03-31,0
1466,4bd7acbc-4a40-4c12-9955-040721e51db7,0,1,0,0,2017-02-10,0
1467,d6a84423-9107-4657-8fb4-ec21fba88ad3,0,0,1,1,2017-02-22,0
1468,e2713464-33c1-4a97-a644-d6c58c48e798,1,0,1,1,2017-02-21,0
1469,4a62669d-fdc2-4e3b-b1d8-4903b72d6a9f,0,0,1,1,2017-03-25,0
1470,202fb9af-d6d1-4470-bde9-11c6d22bded7,0,1,1,0,2017-02-11,0
1471,cbf696a3-5562-4c4e-8a35-44a90b0af0e8,1,0,1,1,2017-03-20,0
1472,48b5d2b4-2827-43fc-acb8-fa243f891ff8,1,0,1,0,2017-01-17,0
1473,72c809e9-764a-4111-9dfb-47fe4ed0cd21,1,0,1,0,2017-01-08,0
1474,a0c10b71-0e44-4fa5-a40b-25cda953dfe6,1,0,1,0,2017-01-22,0
1475,6d665e19-1d06-49b5-8f4e-49d32023562a,0,0,1,1,2017-01-15,0
1476,1967d8a1-ac39-4081-a3c8-d93ebe89b780,0,0,1,0,2017-03-02,0
1477,e8b0cf20-811b-48c3-ad7e-7f92f0e1c51e,1,0,1,0,2017-01-05,0
1478,d67ff381-9477-4f75-bc07-ffa59b329edc,1,0,1,0,2017-03-28,0
1479,d509a6d8-8788-48cc-a77f-a27ec9bd9e93,1,0,0,1,2017-03-03,0
1480,d7594e52-e7da-4895-b3fb-2dc5b42c37ea,0,0,1,1,2017-03-14,1
1481,8b4b5344-de7b-4c70-ae68-aa2361e76f57,0,0,1,1,2017-01-08,0
1482,df9fe9a4-e21c-434d-98f4-2d98cdad784b,1,0,0,1,2017-01-05,0
1483,6750bf86-57a8-410e-8aec-1a522eb40d4d,1,0,1,0,2017-01-21,0
1484,6dcb734a-2e43-477f-9fa0-16a1df03e7ad,0,0,1,1,2017-01-18,0
1485,614b3677-74f3-4e0e-925b-defe545b17a3,0,1,0,0,2017-01-17,0
1486,618fc3cd-ee8b-4080-8c67-64895852d1c2,0,0,1,1,2017-03-07,0
1487,9daf731b-bda5-4d39-a3e4-806e7b1cea6f,0,0,1,0,2017-02-09,1
1488,7e94bfe2-a94d-4187-931a-89daa2448951,0,1,0,1,2017-03-12,0
1489,1233749b-f806-49ed-b140-5ea099a4fb6c,1,0,1,0,2017-03-17,0
1490,f3d76dd3-fe39-4533-aa81-651e3bb9ce48,0,0,1,1,2017-02-28,0
1491,1d48dcb5-5a27-4ae3-bbe3-82c36687d6a5,0,0,1,1,2017-01-22,0
1492,3e670f4e-f3e9-482e-9e2a-e50f1fd481a4,1,0,1,0,2017-02-06,0
1493,04924025-bc85-4912-9bb6-8cb2933d5d29,0,0,1,1,2017-03-17,0
1494,d498e2e9-b6b5-4c14-890b-00be31176b91,1,0,0,1,2017-01-28,0
1495,dfa48ccc-48bd-474e-9db4-53c98baa23b6,1,0,1,1,2017-03-07,0
1496,65dff086-3f27-4420-bed0-5584b58ade92,0,0,1,1,2017-02-21,0
1497,fd643bf4-89a6-436b-8958-5a34e28cd1d3,1,0,0,0,2017-02-23,0
1498,4c384bbe-8996-4df1-bbd3-828fbfa3d985,0,0,1,0,2017-02-25,0
1499,f2b76120-1be3-48d8-9a7f-1227dd025c25,0,0,1,1,2017-03-31,0
1500,f1b8eb9d-18f4-4825-9ebb-6bc5b8ecf2e4,0,0,1,1,2017-01-10,0
1501,11b8b4f6-bd12-41fd-9b8c-aab56263c5c6,0,0,1,1,2017-01-03,0
1502,94b23bff-8700-4a18-9134-47feaaa41d70,0,0,1,1,2017-04-01,0
1503,4b429c52-2c48-426a-bce7-6f045bdd7fb2,0,0,1,1,2017-01-23,0
1504,e6dc4fca-421a-463b-95a6-e555724e03a1,0,0,1,0,2017-01-01,1
1505,6146d969-8a33-428b-9901-52cc06829f9a,0,0,1,1,2017-02-01,0
1506,0f1a09c8-9f03-49ce-a0eb-4585e2c17dbf,1,0,1,0,2017-03-09,0
1507,ceecd452-38fe-4e08-8ac0-191d86d71178,0,0,1,1,2017-01-16,0
1508,e1e2b655-3929-4984-af5c-a0399d2abf9f,0,0,1,1,2017-02-17,0
1509,1b7eb686-fe68-43e0-ad9f-8b6950977e75,0,1,0,0,2017-02-01,0
1510,a133865b-9d6f-41e5-916b-5b8e2f247d1a,1,0,0,0,2017-02-17,0
1511,88a18370-a5b9-4ec4-a531-1a063188d382,0,0,1,0,2017-02-08,1
1512,b888e0f0-a19e-49f3-a670-aa138c9da842,1,1,0,0,2017-03-04,0
1513,523d2b1c-7f26-4f21-9a13-942419d8a79a,0,0,1,0,2017-01-21,0
1514,c1d937c2-01a0-455d-9cb4-4a030bbf7550,0,0,1,0,2017-03-04,0
1515,36a25163-e282-43cf-9954-af7d61285a18,0,1,1,1,2017-02-08,1
1516,424c289c-fbf2-4e3e-b109-69c196c155b2,0,0,1,1,2017-03-10,0
1517,d9e9c79c-1920-4736-a951-67790e380627,1,0,0,1,2017-02-19,0
1518,66c6f75a-6021-40c7-b19d-1f8a7a71564f,0,0,1,0,2017-02-21,0
1519,2fb65e7e-75e2-4a87-8911-4cfe56bc514a,0,0,1,1,2017-03-24,0
1520,9c076a5d-1eb9-49d1-9d5c-afae137a6704,0,0,1,0,2017-01-21,0
1521,f212f231-b1c5-4770-906a-cd1cdfe81638,0,0,1,1,2017-03-10,0
1522,1c101239-e8ca-4a7c-9703-bad291220e2b,0,1,0,1,2017-02-07,0
1523,533b59f0-a1cf-4fd2-9848-907af0815b28,0,0,1,0,2017-03-19,0
1524,d995e8cc-9316-4fdf-bbe3-a5876dfb36e6,0,0,1,0,2017-01-29,0
1525,daec0167-4456-404b-b6aa-adf11e8d1c17,0,0,1,1,2017-01-07,0
1526,df665e34-9452-4169-85b2-531b5738f4d3,1,0,0,1,2017-02-18,0
1527,810bafad-c415-425d-b3fe-a9344f8ce42e,0,1,1,0,2017-03-14,1
1528,5358de8e-22c2-4de2-b2b9-ed3a309d0d9c,0,0,1,0,2017-02-21,0
1529,05a6d3dc-a053-4178-8340-05cbd74953cd,1,0,1,0,2017-01-16,0
1530,148fcb7a-db85-4b3e-882b-7e71ea4c0711,1,0,1,0,2017-01-06,0
1531,56fad27e-c3cf-4b6f-aabe-e0749993b007,0,0,1,1,2017-03-14,1
1532,04958e86-d2da-4b1f-9d68-b255e8fe6d4c,1,0,0,1,2017-03-19,0
1533,52eb37d9-b123-46df-8d19-a41bc24c899a,0,1,0,0,2017-01-18,0
1534,54f0b163-7bd4-4ce4-b6f7-edfad6d24b24,1,0,1,0,2017-03-14,1
1535,b8ff22e5-5d28-4896-b7c4-f0e24d5daa05,0,0,1,1,2017-02-11,0
1536,1020e68c-d683-44e5-aed2-02f193438ae3,1,1,0,0,2017-02-01,0
1537,a7cb21d3-a2ba-4a64-90d5-79a5b93be090,0,0,1,0,2017-02-18,0
1538,21349d55-da46-473c-b7ec-67185ff0d549,0,0,1,1,2017-02-20,0
1539,1ef6b7df-63fd-4975-b245-185c4418e44f,0,0,1,0,2017-01-30,0
1540,34bfa290-9b6f-45f1-878e-e7be72e3a58b,0,0,1,1,2017-01-24,1
1541,cba9e5ca-f0be-4ee2-9c93-6648ea85124e,0,0,1,1,2017-02-07,0
1542,54da44ce-cd68-4119-929f-040f18d31dfe,0,0,1,1,2017-03-20,0
1543,1d3bc39a-33d9-458a-bb96-426f6c377cbd,0,0,1,0,2017-01-03,0
1544,94a7ee01-4921-46bd-9467-296e6e3c3843,0,1,0,1,2017-01-17,0
1545,dca35ece-827e-470d-b634-5374096a0016,0,0,1,1,2017-01-19,0
1546,f65f7d8d-7639-4dda-b170-62e127b86221,1,0,1,1,2017-02-13,0
1547,2d8bfb91-f18e-41f5-8f1d-1b9d252243d8,0,0,1,1,2017-02-26,1
1548,61d127e2-6e96-4eaf-9ec8-30c154294b1c,0,0,1,1,2017-01-25,0
1549,c8bd186b-0389-45db-942c-a785f9f90903,1,0,0,1,2017-03-29,0
1550,1f8d70f2-74a8-4f73-814e-9348460fa5fd,0,0,1,1,2017-02-03,0
1551,1f124491-ede3-4e93-ae91-fc5dea8c7b79,1,0,1,0,2017-02-06,0
1552,d818240d-1344-4a07-90f6-06b0c2b62e36,1,0,0,1,2017-02-22,0
1553,c2a347cd-8750-49f2-869a-f4f3204d3853,0,0,1,1,2017-03-22,0
1554,c306887f-6776-4fa2-ba9c-e08a8a54d1f7,0,0,1,0,2017-03-05,1
1555,1a7c5bc0-69a0-49f2-b41a-135a3146a196,1,0,0,1,2017-01-05,0
1556,79b64210-6892-4244-bc1b-382923a49965,1,0,0,1,2017-03-22,0
1557,23db3a78-ae3d-4ed9-95b3-6a7e6d55ee42,1,0,0,0,2017-03-02,0
1558,bca00a86-8782-43d8-81a3-8134a4a8db3b,0,0,1,0,2017-02-05,0
1559,4311f824-0882-42b7-9026-8302571f1765,1,0,1,0,2017-02-04,0
1560,a06eb508-0c44-4cdc-8fdd-c783ad48b925,0,0,1,0,2017-02-17,0
1561,c72c5f28-0246-483d-b9a9-ce887635616b,0,0,1,1,2017-03-15,0
1562,ac252405-8ffa-4a68-a5a8-3558475e4a2c,0,1,0,1,2017-02-19,0
1563,5d0658ad-483e-4eea-8e81-a7cc65ea0aa8,1,0,0,1,2017-01-10,0
1564,af26d12f-cb84-4f37-9884-e009f39cb193,1,0,1,1,2017-01-18,0
1565,fdcac803-fba4-4269-8019-230d897885e6,1,0,1,1,2017-01-09,0
1566,4cd75db6-1a08-4103-8fbc-e62413e17378,0,0,1,1,2017-02-01,0
1567,641c3030-6857-46b7-9e5d-4885185e6889,1,0,1,0,2017-01-26,0
1568,0d4533da-363c-4a9b-83f3-b635a8793a99,1,0,1,1,2017-01-14,0
1569,d84822eb-9ec9-4479-b95b-3466ed82a189,0,0,1,1,2017-03-01,0
1570,3207186b-ba95-4702-bfa9-783c51bf1240,1,0,0,1,2017-01-24,1
1571,87c31edb-cfc4-40c8-91a7-6ea6b5e5c08e,0,0,1,1,2017-02-16,0
1572,0b2580da-47f0-4038-89e0-3438e809ab11,0,0,1,1,2017-02-01,0
1573,11db386a-d0f2-418b-86df-4b4d420d847b,0,0,1,1,2017-04-01,0
1574,6cf6e1c4-d07f-46d3-9b8d-9d5ca7311174,0,0,1,1,2017-01-16,0
1575,97e9fcbe-a022-4000-9608-f53170e47dab,1,0,1,0,2017-03-07,0
1576,78ba7bad-a9e6-4f96-80f6-92304b38da95,0,1,1,0,2017-01-11,0
1577,bcd71838-204b-4152-abae-ae1f7c608d9b,1,0,0,1,2017-03-13,0
1578,14181de7-bb70-4688-8a3f-ce9d41d14e90,1,0,1,1,2017-02-09,1
1579,19606a86-249d-407b-9e07-e76930ac1622,1,0,0,0,2017-03-09,0
1580,db2cd055-93fa-47ca-b53a-00ac9695dbd8,1,0,0,1,2017-03-17,0
1581,83c0de1f-cf7e-46e0-90b8-e118e692e23b,0,0,1,0,2017-02-26,1
1582,210aaac2-74f1-453f-9c95-face47597e39,0,0,1,1,2017-02-06,0
1583,642bd5e0-2688-4032-9598-9153a6f7a462,1,0,1,0,2017-01-23,0
1584,e9a48234-c0aa-4194-a150-87cf91e312d2,1,0,1,0,2017-02-15,0
1585,3351a5b8-0da8-4208-8fae-731defb45902,0,0,1,0,2017-03-11,0
1586,986ceb49-e8cd-4364-9ced-bc41e7e30993,1,0,1,0,2017-03-10,0
1587,17290a63-2e98-4dc6-a563-13b5089d9fa2,0,0,1,0,2017-01-31,0
1588,08c4bb10-b131-4e27-939b-d03e1d847982,1,0,1,0,2017-02-27,0
1589,34e33182-58a9-4674-846b-4cd9e1377e7d,0,0,1,1,2017-03-26,1
1590,08fa7a7a-ac9c-4eff-b031-07c18cd1e281,0,0,1,1,2017-03-11,0
1591,5d644675-363f-4894-868a-7a7e6766e433,0,0,1,1,2017-01-12,0
1592,82a358d9-248e-4240-8b23-c87bba011fbd,0,0,1,1,2017-03-24,0
1593,b0fff725-d1f6-48d6-b0fb-1e15eb3e0c14,1,0,1,0,2017-03-10,0
1594,6165fb07-9463-4a58-83ba-409f91d8a85e,0,0,1,0,2017-01-15,0
1595,f8333495-97f5-4f8c-92ef-bbe6b37112d7,0,0,1,1,2017-02-03,0
1596,cfac3258-09ee-4761-a0f0-72cbb6a0cf85,1,0,1,0,2017-02-15,0
1597,c442026b-1493-4857-9baf-66c6f82a8056,1,0,0,1,2017-03-12,0
1598,efceeb94-f45d-4db1-b417-4cf72b85478a,0,0,1,1,2017-01-21,0
1599,d51dad8a-3d4e-4d0a-970d-ff26d8d15a9b,1,1,0,1,2017-01-23,0
1600,d58e7df9-5c05-48e5-8fbe-cba411e415ff,1,0,1,0,2017-03-22,0
1601,f1cdbd2b-936c-433b-92cf-a41d7746952c,0,0,1,1,2017-02-10,0
1602,3c293d87-22b5-47ac-9c48-0f3c9cc253bc,0,0,1,0,2017-03-30,0
1603,73abaeeb-f143-4f6c-96ce-67c163e1a729,0,1,0,1,2017-03-30,0
1604,b4446b5c-f8eb-43c6-9595-ef66171f0e1a,0,0,1,1,2017-01-08,0
1605,945e6327-6d7e-4cac-be6e-fb3d2840ed46,1,0,0,1,2017-03-31,0
1606,84264126-7399-4bb3-9081-d3af5c27f493,1,0,0,0,2017-01-10,0
1607,34b5dc8f-5a32-4eb6-804f-9df68819b1da,0,0,1,0,2017-01-26,0
1608,09320f48-a89f-49ec-95c2-3e0340270c8c,0,0,1,1,2017-01-10,0
1609,5faaef2c-2cee-45a8-bbfc-e348f6379eb1,0,0,1,0,2017-02-24,0
1610,9c28cfb5-3272-49f2-bdd9-532bd238b9f3,0,0,1,0,2017-02-01,0
1611,42dc560d-ab2b-4e75-8fb1-f827fb00c3ed,0,0,1,1,2017-01-24,1
1612,dc487442-82a5-467b-a3eb-a966314b0c73,1,0,1,0,2017-02-06,0
1613,436e7d62-128e-4ead-b8ca-6bb056f6730e,0,0,1,1,2017-01-19,0
1614,94876b5b-b152-4a36-9218-6e961f25a8f1,0,0,1,1,2017-01-19,0
1615,c02046ab-cf34-4edd-8059-bd883ec623f7,0,0,1,1,2017-03-03,0
1616,78993697-919d-4c24-b814-2796ff7d10d1,1,0,1,0,2017-01-26,0
1617,fac6e614-da86-426a-8de7-272a2fa99a25,1,1,0,0,2017-03-24,0
1618,835045ee-c5f4-4dcc-96f8-f26fc14a0be4,0,0,1,1,2017-03-23,0
1619,7ddf01f2-1395-43f7-a13f-cfd128e76ec5,0,1,1,1,2017-02-02,0
1620,56f5b564-2946-468b-a2c8-1a0ee5dc3afa,0,0,1,1,2017-03-27,0
1621,e64389fd-fe8d-4237-b167-e1029c14bebd,0,0,1,1,2017-01-18,0
1622,1deb8907-64db-499e-87bf-1866773e3c05,1,0,0,1,2017-03-16,0
1623,231fa4f5-e16f-43a1-94cf-f4e71c47c6ad,0,0,1,1,2017-02-11,0
1624,ba472e57-ea24-4a13-8f18-2bb7829da680,0,0,1,1,2017-01-03,0
1625,8b66a5dc-641f-4039-9b43-5526f470a83b,0,0,1,1,2017-01-12,0
1626,389fbd99-75f1-40f4-a48f-b58e70a07929,0,0,1,0,2017-01-18,0
1627,63991de2-781a-4c4f-a490-427689e07276,0,1,1,0,2017-01-01,1
1628,edd1efd7-c4c1-479a-b45b-1806b28d631e,1,0,1,0,2017-03-15,0
1629,9760f514-f143-4d4e-b047-42f744844aa4,0,0,1,0,2017-02-05,0
1630,4250b69c-2b53-4630-873b-46a7164860b1,0,0,1,0,2017-03-22,0
1631,e115896c-a6db-4f3e-8ebf-2b8efa6b3024,0,0,1,1,2017-02-06,0
1632,f04abe9f-6a98-493e-b32e-6acded0fb293,0,0,1,1,2017-02-14,0
1633,4f9b39b1-fc8c-4067-a2fb-ee5b3b67953a,0,1,1,1,2017-03-19,0
1634,eebc1db4-5896-49d6-b093-d10fd5803008,0,0,1,1,2017-03-23,0
1635,5b79e879-7afd-48f0-87a8-6de5edf0de38,0,0,1,1,2017-02-24,0
1636,188dbdff-a311-4151-9772-bf2a70c65109,0,0,1,0,2017-04-01,0
1637,2dc8c785-965e-46df-ad5f-9787dbdf4852,1,0,1,1,2017-01-22,0
1638,08bae1fd-92ce-4010-8a6c-0e448619748f,0,0,1,1,2017-03-12,0
1639,b04e089e-8451-464a-b716-7846648bb2d3,1,0,0,1,2017-01-19,0
1640,e79aaf5a-0bcd-4f9f-957c-12eb29c5f59e,1,0,1,0,2017-01-13,0
1641,86143b24-8918-4ffe-aa4f-eafa4ccc12f4,0,0,1,1,2017-01-05,0
1642,c338e202-40a6-483e-97d8-b47539a5b1ac,1,0,0,1,2017-02-07,0
1643,0333bb67-773a-4780-aa0f-0a3e9e56b1d8,1,0,1,1,2017-01-25,0
1644,194b5e7a-30ce-4749-8652-7dccedf1e281,0,0,1,1,2017-04-01,0
1645,4ca675c2-0427-4782-9a6c-3174655fce26,1,0,1,0,2017-02-09,1
1646,0744891e-e3e8-4b38-9412-646d2b3807e2,0,0,1,1,2017-01-06,0
1647,406cfcbe-3fd5-4f7a-997d-0b8c6e6bf8d2,1,1,0,1,2017-01-20,0
1648,72152f0f-dc1b-4cd6-8e51-c4e239ef790e,0,0,1,1,2017-01-27,0
1649,b80e080e-ce8b-4b65-bc4d-35b2a0826971,0,0,1,0,2017-01-02,0
1650,cb1e382b-392a-44b5-963d-90a1b9723797,0,0,1,0,2017-02-22,0
1651,e9ddc77a-c34a-4756-9670-488517077e1a,1,0,0,1,2017-03-31,0
1652,22fadf8b-44ba-4b5a-8198-1f24399fec48,0,0,1,1,2017-03-25,0
1653,54a7d88a-c801-46d8-bb28-8bf738956f2f,0,0,1,1,2017-03-05,1
1654,273a3ca7-d5cd-4de1-9b29-6a4cf707f5cd,0,0,1,1,2017-03-26,1
1655,faf6bfac-0819-4b58-9af3-d88fb419445f,0,0,1,1,2017-03-21,0
1656,14284775-7f35-4dac-bfc2-ea73b78710ec,0,0,1,0,2017-03-07,0
1657,f2a73ea1-efbc-40d2-9b22-f2e1ad4c2f1e,0,0,1,0,2017-01-16,0
1658,fc1107af-0e1b-4ff2-8a68-d926ddb09a4e,0,0,1,1,2017-02-06,0
1659,d241e4f2-e90b-4cb9-b0b5-295750a377e6,0,0,1,1,2017-01-11,0
1660,79ea8309-81c8-4e04-bf7d-e51ea84b5b9a,0,0,1,1,2017-02-20,0
1661,591f0e41-0f87-43c9-9eba-ce2789d7f4e0,0,1,0,0,2017-02-06,0
1662,c98a3c93-d476-422f-8112-060717579a76,0,0,1,1,2017-02-19,0
1663,9c15a8f9-a1ab-49dd-bf12-5e7d8eb1d593,1,0,0,0,2017-02-04,0
1664,29e4732f-a0ec-46da-b894-47f438dec95b,1,0,1,0,2017-02-23,0
1665,b05ce316-9d98-433f-b82c-e29216b1379d,1,0,1,1,2017-02-01,0
1666,6eaae3fe-b5ed-4f46-b598-08b8f846920a,1,1,0,0,2017-01-15,0
1667,c69f8daf-fdee-4e6c-bcd0-31217131e245,0,0,1,0,2017-02-03,0
1668,b85055ff-8ac3-4f59-ae1e-d93fdcbb91b4,0,0,1,1,2017-01-20,0
1669,53247008-b06f-472e-b8f0-c0ff15efe462,0,0,1,1,2017-03-31,0
1670,cf703fa6-3c8e-41ea-83e1-afc33be7184f,0,0,1,0,2017-01-06,0
1671,bf972122-31b7-4bab-944e-ff85331311df,1,0,0,1,2017-02-01,0
1672,20d00dec-16a1-4993-8882-42a1fad811df,0,0,1,1,2017-01-24,1
1673,d4b231fb-fef8-4e9f-a310-d82f762bceb7,1,0,1,1,2017-02-13,0
1674,1159828c-f9c7-4fcf-a161-9125593dda1c,0,0,1,1,2017-01-14,0
1675,7090d8eb-702d-406f-b234-6780b1a46959,0,0,1,1,2017-03-05,1
1676,d353c259-fabd-4c9b-9bde-482a57a8c934,0,0,1,1,2017-03-14,1
1677,e041581e-354b-4c6a-94b8-543987a0a49a,0,1,0,0,2017-01-10,0
1678,c0d04aac-2549-4b29-ae50-d05f9324ff34,1,0,0,1,2017-01-10,0
1679,b39db168-6a87-4b31-bd28-55b4a771da8f,0,0,1,0,2017-02-11,0
1680,55e30e1d-7696-4271-aeed-6e33e58df458,0,0,1,0,2017-03-23,0
1681,57bb8dac-17f6-406d-8810-1c96a2031132,0,1,0,1,2017-01-17,0
1682,64eeb302-90e8-4c10-a2a5-d4ddc90329d8,1,0,0,0,2017-03-02,0
1683,7817d97c-ca52-48e3-8040-85f17610d1df,1,1,0,0,2017-03-28,0
1684,3b7b84b7-9915-43c7-b847-1aaba541d16e,1,0,1,1,2017-01-19,0
1685,76b377f7-31a5-4240-b0f9-44703668ac14,0,0,1,1,2017-02-08,1
1686,ccac0e3b-2b26-4340-8ea4-125bb7956938,0,0,1,1,2017-01-03,0
1687,cd782952-e1f4-4b63-bef7-d5bfa50594bf,0,1,0,1,2017-03-05,1
1688,e7a5eb6e-e6da-441b-aeaa-9177679f4ed1,0,0,1,0,2017-01-03,0
1689,0842f66d-fc84-46e0-90da-cfc2ba595ce0,0,0,1,0,2017-01-09,0
1690,2a99c1b1-1180-4d3b-9fd3-79f34d6db03b,0,0,1,1,2017-03-10,0
1691,49ca52e4-8da5-408b-8b5f-31865436c906,0,1,1,0,2017-02-22,0
1692,c8240a0e-559e-476f-b345-d5b32daf4d6c,0,0,1,1,2017-03-17,0
1693,2e0d3d16-3316-44d4-b9c2-707217bd6ea9,1,0,1,1,2017-03-12,0
